Project,Subproject of Deployments_annotated.jmp,Deployment,Deployme_1,Date_Out,Date_Retri,First_Dete,Survey_Day,Latitude,Longitude,Time_Zone,Habitat,Feature_Wa,Feature_Ro,Feature_Hu,Feature__1,Feature_Lo,Vegetation,Vegetati_1,Vegetati_2,Camera_Hei,Resticted_,Obstructed,Wide,gppcum_0.5deg,gppmin_0.5deg,gppvar_0.5deg,GPP_VAR1km,GPP_min1km,CUM_GPP1km,cultiv1km,gpw_v4_pop,GPP_Cum_combo,GPP_Min_combo,GPP_Var_combo,pop_log1p,GPP_min_combo_log1p,Subproject of untitled 3,Deployment_Name,N(Abert's Squirrel),N(Allen's Chipmunk),N(American Badger),N(American Beaver),N(American Bison),N(American Black Bear),N(American Marten),N(American Mink),N(American Red Squirrel),N(American Robin),N(Arizona Gray Squirrel),N(Bald Eagle),N(Bicycle),N(Black Vulture),N(Black-tailed Jackrabbit),N(Black-tailed Prairie Dog),N(Bobcat),N(Brown Bear),N(Brush Rabbit),N(Bushy-tailed Woodrat),N(California Quail),N(Camera Trapper),N(Canada Goose),N(Canada Lynx),N(Cliff Chipmunk),N(Collared Peccary),N(Common Pheasant),N(Corvid species),N(Coyote),N(Desert Cottontail),N(Desert Woodrat),N(Domestic Cat),N(Domestic Cow),N(Domestic Dog),N(Domestic Horse),N(Domestic Sheep),N(Douglas's Squirrel),N(Dusky Grouse),N(Eastern Chipmunk),N(Eastern Cottontail),N(Eastern Fox Squirrel),N(Eastern Gray Squirrel),N(Eastern Woodrat),N(Ermine),N(Fisher),N(Gambel's Quail),N(Gemsbok),N(Golden Eagle),N(Gray Wolf),N(Great Blue Heron),N(Greater Roadrunner),N(Grey Fox),N(Harris's Antelope Squirrel),N(Human non-staff),N(Javan Mongoose),N(Kit Fox),N(Least Chipmunk),N(Long-tailed Weasel),N(Marsh Rabbit),N(Merriam's Kangaroo Rat),N(Mexican Woodrat),N(Moose),N(Mountain Beaver),N(Mountain Cottontail),N(Mountain Quail),N(Mule Deer),N(Muskrat),N(Nine-banded Armadillo),N(No Animal),N(North American Otter),N(North American Porcupine),N(Northern Flying Squirrel),N(Northern Raccoon),N(Other Bird species),N(Owl species),N(Peromyscus species),N(Pronghorn),N(Puma),N(Pygmy Rabbit),N(Raptor species),N(Rattus species),N(Red Fox),N(Red Wolf),N(Reptile species),N(Ringtail),N(Rock Squirrel),N(Ruffed Grouse),N(Sharp-tailed Grouse),N(Snowshoe Hare),N(Southern Flying Squirrel),N(Spruce Grouse),N(Striped Skunk),N(Swamp Rabbit),N(Townsend's Chipmunk),N(Turkey Vulture),N(Uinta Chipmunk),N(Unknown Animal),N(Unknown Bear),N(Unknown Bird),N(Unknown Canid),N(Unknown Cervid),N(Unknown Chipmunk),N(Unknown Cottontail),N(Unknown Flying Squirrel),N(Unknown Ground Squirrel),N(Unknown Ground-Dove),N(Unknown Large Weasel_Badger_Otter),N(Unknown Pig_Peccary),N(Unknown Rabbit_Hare),N(Unknown Raptor),N(Unknown Skunk),N(Unknown Small Mammal),N(Unknown Small Weasel),N(Unknown Squirrel),N(Unknown Woodrat),N(Vehicle),N(Virginia Opossum),N(Wapiti),N(Western Gray Squirrel),N(Western Spotted Skunk),N(White-tailed Antelope Squirrel),N(White-tailed Deer),N(White-tailed Jackrabbit),N(Wild Boar),N(Wild Turkey),N(Woodchuck)
Snapshot USA - 2019,FL_Forest_Melrose,FL_Forest_Melrose_12,d62070,09/25/2019,11/04/2019,09/25/2019,40,29.6996,-81.98692,EST,forest,0,0,0,0,0,low,low,medium,1,0,0,0,18550.8,202.725,0.226596,0.242714,134,13057,0.00367309,4.17533,13057,134,0.242714,1.6439031052,4.9052747784,FL_Forest_Melrose,FL_Forest_Melrose_12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,791,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,57,0,0,7,0
Snapshot USA - 2019,FL_Forest_Melrose,FL_Forest_Melrose_13,d62071,09/25/2019,11/04/2019,09/25/2019,40,29.70594,-81.9674,EST,forest,0,0,0,0,0,low,low,high,1,0,0,0,18599.8,203.641,0.226021,0.311926,118,14649,0,8.61366,14649,118,0.311926,2.2631850038,4.7791234931,FL_Forest_Melrose,FL_Forest_Melrose_13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,30,0,0,0,0,52,0,0,2,0
Snapshot USA - 2019,FL_Forest_Melrose,FL_Forest_Melrose_2,d62060,09/25/2019,11/04/2019,09/25/2019,40,29.70696,-81.98541,EST,forest,0,0,0,0,0,low,low,high,1,0,0,1,18556.6,202.986,0.225295,0.315108,106,13397,0.00183655,12.8551,13397,106,0.315108,2.6286533959,4.6728288345,FL_Forest_Melrose,FL_Forest_Melrose_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,1,0
Snapshot USA - 2019,FL_Forest_Melrose,FL_Forest_Melrose_3,d62061,09/27/2019,11/04/2019,09/27/2019,38,29.7039,-81.98953,EST,forest,0,0,0,0,0,medium,low,medium,1,0,0,1,18556.6,202.986,0.225295,0.315108,106,13397,0.00275482,12.8551,13397,106,0.315108,2.6286533959,4.6728288345,FL_Forest_Melrose,FL_Forest_Melrose_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,5,0
Snapshot USA - 2019,FL_Forest_Melrose,FL_Forest_Melrose_4,d62062,09/25/2019,11/04/2019,09/25/2019,40,29.70202,-81.99103,EST,forest,0,0,0,0,0,low,low,medium,1,0,0,1,18556.6,202.986,0.225295,0.315108,106,13397,0.00275482,12.8551,13397,106,0.315108,2.6286533959,4.6728288345,FL_Forest_Melrose,FL_Forest_Melrose_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,8,0
Snapshot USA - 2019,FL_Forest_Melrose,FL_Forest_Melrose_5,d62063,09/25/2019,11/04/2019,09/25/2019,40,29.70524,-81.98745,EST,forest,0,0,0,0,0,low,low,high,1,0,0,1,18556.6,202.986,0.225295,0.315108,106,13397,0.00367309,12.8551,13397,106,0.315108,2.6286533959,4.6728288345,FL_Forest_Melrose,FL_Forest_Melrose_5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,1,1,0
Snapshot USA - 2019,FL_Forest_Melrose,FL_Forest_Melrose_6,d62064,09/25/2019,11/04/2019,09/25/2019,40,29.69654,-81.96913,EST,forest,0,0,0,0,0,low,medium,high,1,0,0,0,18599.2,203.463,0.225998,0.144929,234,18604,0,4.73834,18604,234,0.144929,1.7471699699,5.4595855141,FL_Forest_Melrose,FL_Forest_Melrose_6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,74,0,0,10,0
Snapshot USA - 2019,FL_Forest_Melrose,FL_Forest_Melrose_7,d62065,09/25/2019,11/04/2019,09/25/2019,40,29.69533,-81.97827,EST,forest,0,0,0,0,0,low,low,high,1,0,0,0,18573.5,203.09,0.226284,0.147987,228,18172,0.000918274,4.59076,18172,228,0.147987,1.721115235,5.4337220036,FL_Forest_Melrose,FL_Forest_Melrose_7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,78,0,0,15,0
Snapshot USA - 2019,FL_Forest_Melrose,FL_Forest_Melrose_8,d62066,09/25/2019,11/04/2019,09/25/2019,40,29.70266,-81.96725,EST,forest,0,0,0,0,0,low,low,high,1,0,0,0,18599.8,203.641,0.226021,0.311926,118,14649,0,8.61366,14649,118,0.311926,2.2631850038,4.7791234931,FL_Forest_Melrose,FL_Forest_Melrose_8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,16,0,0,7,0
Snapshot USA - 2019,FL_Forest_Melrose,FL_Forest_Melrose_9,d62067,09/25/2019,11/04/2019,09/25/2019,40,29.69838,-81.98401,EST,forest,0,0,0,0,1,low,low,high,1,0,0,0,18573.5,203.09,0.226284,0.147987,228,18172,0.00275482,4.17533,18172,228,0.147987,1.6439031052,5.4337220036,FL_Forest_Melrose,FL_Forest_Melrose_9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,44,0,0,5,0
Snapshot USA - 2019,LA_Forest_Hammond,LA_Forest_Hammond_1,d57385,09/11/2019,10/23/2019,09/11/2019,42,30.52322,-90.47366,CST,forest,0,0,1,0,0,low,medium,high,1,0,0,1,17165.4,122.988,0.431999,-9999,-9999,-9999,0,2189.25,17165.4,122.988,0.431999,7.6917709715,4.8201847867,LA_Forest_Hammond,LA_Forest_Hammond_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snapshot USA - 2019,LA_Forest_Hammond,LA_Forest_Hammond_10,d57394,09/11/2019,10/23/2019,09/11/2019,42,30.52671,-90.47836,CST,forest,0,0,0,0,0,low,medium,medium,1,0,0,1,17219.2,123.011,0.426993,-9999,-9999,-9999,0.00275482,888.995,17219.2,123.011,0.426993,6.7912158447,4.8203702713,LA_Forest_Hammond,LA_Forest_Hammond_10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Snapshot USA - 2019,LA_Forest_Hammond,LA_Forest_Hammond_2,d57386,09/11/2019,10/23/2019,09/11/2019,42,30.53188,-90.476,CST,forest,0,0,0,0,1,low,medium,high,1,0,0,1,17207.9,123.33,0.427496,-9999,-9999,-9999,0.00275482,888.995,17207.9,123.33,0.427496,6.7912158447,4.822939321,LA_Forest_Hammond,LA_Forest_Hammond_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snapshot USA - 2019,LA_Forest_Hammond,LA_Forest_Hammond_3,d57387,09/11/2019,10/23/2019,09/11/2019,42,30.52879,-90.475,CST,forest,0,0,0,0,0,medium,medium,high,1,0,0,1,17207.9,123.33,0.427496,-9999,-9999,-9999,0.00183655,906.596,17207.9,123.33,0.427496,6.8107993457,4.822939321,LA_Forest_Hammond,LA_Forest_Hammond_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0
Snapshot USA - 2019,LA_Forest_Hammond,LA_Forest_Hammond_4,d57388,09/11/2019,10/23/2019,09/11/2019,42,30.52796,-90.47765,CST,forest,0,0,0,0,0,low,medium,high,1,0,0,1,17219.2,123.011,0.426993,-9999,-9999,-9999,0.00275482,888.995,17219.2,123.011,0.426993,6.7912158447,4.8203702713,LA_Forest_Hammond,LA_Forest_Hammond_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,48,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,13,2,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,2,0,0,0,0
Snapshot USA - 2019,LA_Forest_Hammond,LA_Forest_Hammond_5,d57389,09/11/2019,10/23/2019,09/11/2019,42,30.52945,-90.4772,CST,forest,0,0,0,0,0,low,medium,high,1,0,0,1,17219.2,123.011,0.426993,-9999,-9999,-9999,0.00275482,888.995,17219.2,123.011,0.426993,6.7912158447,4.8203702713,LA_Forest_Hammond,LA_Forest_Hammond_5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Snapshot USA - 2019,LA_Forest_Hammond,LA_Forest_Hammond_6,d57390,09/11/2019,10/23/2019,09/11/2019,42,30.5257,-90.47462,CST,forest,0,0,0,0,0,low,low,medium,1,0,0,1,17207.9,123.33,0.427496,-9999,-9999,-9999,0,906.596,17207.9,123.33,0.427496,6.8107993457,4.822939321,LA_Forest_Hammond,LA_Forest_Hammond_6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,4,0,0,7,0,1,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,1,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,37,1,0,0,0,0,0,0,0,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snapshot USA - 2019,LA_Forest_Hammond,LA_Forest_Hammond_7,d57391,09/11/2019,10/23/2019,09/11/2019,42,30.52657,-90.47617,CST,riparian,1,0,0,0,0,high,low,low,1,0,0,1,17207.9,123.33,0.427496,-9999,-9999,-9999,0.00275482,888.995,17207.9,123.33,0.427496,6.7912158447,4.822939321,LA_Forest_Hammond,LA_Forest_Hammond_7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,0,0,3,0,1,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,0,16,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Snapshot USA - 2019,LA_Forest_Hammond,LA_Forest_Hammond_8,d57392,09/11/2019,10/23/2019,09/11/2019,42,30.52322,-90.47366,CST,forest,0,0,1,0,0,low,medium,high,0,0,0,1,17165.4,122.988,0.431999,-9999,-9999,-9999,0,2189.25,17165.4,122.988,0.431999,7.6917709715,4.8201847867,LA_Forest_Hammond,LA_Forest_Hammond_8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snapshot USA - 2019,LA_Forest_Hammond,LA_Forest_Hammond_9,d57393,09/11/2019,10/23/2019,09/11/2019,42,30.53081,-90.47699,CST,forest,0,0,0,0,0,medium,medium,high,1,0,0,1,17219.2,123.011,0.426993,-9999,-9999,-9999,0.00275482,888.995,17219.2,123.011,0.426993,6.7912158447,4.8203702713,LA_Forest_Hammond,LA_Forest_Hammond_9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
Snapshot USA - 2019,GA_Forest_Lower Altmaha Corridor,GA_Forest_Lower Altmaha Corridor_1,d57035,08/27/2019,10/02/2019,08/27/2019,36,31.35068,-81.4542,EST,forest,0,0,0,0,0,medium,high,high,1,0,0,1,18174.8,154.833,0.884834,5.9108,0,8,0,0,8,0,5.9108,0,0,GA_Forest_Lower Altmaha Corridor,GA_Forest_Lower Altmaha Corridor_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0
Snapshot USA - 2019,GA_Forest_Lower Altmaha Corridor,GA_Forest_Lower Altmaha Corridor_10,d57044,08/27/2019,10/02/2019,08/27/2019,36,31.32483,-81.47892,EST,forest,0,0,0,0,0,medium,high,high,1,0,0,1,18233.1,155.691,0.866708,0.285738,238,21616,0,0.880814,21616,238,0.285738,0.6317046619,5.4764635519,GA_Forest_Lower Altmaha Corridor,GA_Forest_Lower Altmaha Corridor_10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0
Snapshot USA - 2019,GA_Forest_Lower Altmaha Corridor,GA_Forest_Lower Altmaha Corridor_11,d57045,08/27/2019,10/02/2019,08/27/2019,36,31.32228,-81.50153,EST,forest,0,0,0,0,0,medium,medium,medium,1,0,0,1,18483.4,158,0.826278,0.27312,290,30326,0,0,30326,290,0.27312,0,5.6733232672,GA_Forest_Lower Altmaha Corridor,GA_Forest_Lower Altmaha Corridor_11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,19,0,0,0,0
Snapshot USA - 2019,GA_Forest_Lower Altmaha Corridor,GA_Forest_Lower Altmaha Corridor_12,d57046,08/27/2019,10/02/2019,08/27/2019,36,31.32658,-81.52242,EST,forest,0,0,0,0,0,medium,medium,medium,1,0,0,1,18620.7,159.365,0.796274,0.271962,253,29337,0,0,29337,253,0.271962,0,5.537334267,GA_Forest_Lower Altmaha Corridor,GA_Forest_Lower Altmaha Corridor_12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,1,0
Snapshot USA - 2019,GA_Forest_Lower Altmaha Corridor,GA_Forest_Lower Altmaha Corridor_13,d57047,08/27/2019,10/02/2019,08/27/2019,36,31.34355,-81.53585,EST,forest,0,0,0,0,0,low,medium,high,1,0,0,1,18863.6,161.379,0.758289,0.290228,246,29171,0,2.06537,29171,246,0.290228,1.1201682799,5.5093883366,GA_Forest_Lower Altmaha Corridor,GA_Forest_Lower Altmaha Corridor_13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,13,0,2,2,0
Snapshot USA - 2019,GA_Forest_Lower Altmaha Corridor,GA_Forest_Lower Altmaha Corridor_14,d57048,08/27/2019,10/02/2019,08/27/2019,36,31.35372,-81.55607,EST,forest,0,0,0,0,1,medium,medium,medium,1,0,0,1,19337.9,165.662,0.684201,0.299642,164,28293,0,2.59198,28293,164,0.299642,1.2787035825,5.1059454739,GA_Forest_Lower Altmaha Corridor,GA_Forest_Lower Altmaha Corridor_14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,6,0,0,10,0
Snapshot USA - 2019,GA_Forest_Lower Altmaha Corridor,GA_Forest_Lower Altmaha Corridor_15,d57049,08/27/2019,10/02/2019,08/27/2019,36,31.36008,-81.57185,EST,forest,0,0,0,0,0,low,medium,high,1,0,0,1,19707.2,169.594,0.62198,0.250569,182,20552,0,1.87632,20552,182,0.250569,1.0565116993,5.2094861528,GA_Forest_Lower Altmaha Corridor,GA_Forest_Lower Altmaha Corridor_15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1,0,0,0,0,30,0,0,5,0
